Flag,Player,Session,Score,Session Date
Actual,Player 12,Strength Building,3,28/01/2022
Actual,Player 12,Strength Building,8,31/01/2022
Actual,Player 12,Strength Building,5,01/02/2022
Actual,Player 12,Strength Building,8,02/02/2022
Actual,Player 12,Strength Building,8,03/02/2022
Actual,Player 12,Strength Building,8,04/02/2022
Carried over,Player 12,Strength Building,3,10/02/2022
Carried over,Player 12,Strength Building,3,09/02/2022
Carried over,Player 12,Strength Building,3,08/02/2022
Actual,Player 12,Strength Building,3,07/02/2022
Actual,Player 12,Strength Building,4,11/02/2022
Actual,Player 12,Strength Building,4,14/02/2022
Actual,Player 12,Strength Building,5,15/02/2022
Carried over,Player 12,Strength Building,9,18/02/2022
Carried over,Player 12,Strength Building,9,17/02/2022
Actual,Player 12,Strength Building,9,16/02/2022
Actual,Player 12,Strength Building,4,21/02/2022
Actual,Player 12,Strength Building,6,22/02/2022
Actual,Player 12,Strength Building,5,23/02/2022
Actual,Player 12,Strength Building,9,24/02/2022
Carried over,Player 12,Strength Building,9,04/03/2022
Carried over,Player 12,Strength Building,9,03/03/2022
Carried over,Player 12,Strength Building,9,02/03/2022
Carried over,Player 12,Strength Building,9,01/03/2022
Carried over,Player 12,Strength Building,9,28/02/2022
Actual,Player 12,Strength Building,9,25/02/2022
Actual,Player 12,Strength Building,3,07/03/2022
Actual,Player 12,Strength Building,6,08/03/2022
Actual,Player 12,Strength Building,5,09/03/2022
Carried over,Player 12,Strength Building,4,11/03/2022
Actual,Player 12,Strength Building,4,10/03/2022
Actual,Player 12,Strength Building,7,14/03/2022
Carried over,Player 12,Strength Building,8,16/03/2022
Actual,Player 12,Strength Building,8,15/03/2022
Carried over,Player 12,Strength Building,9,18/03/2022
Actual,Player 12,Strength Building,9,17/03/2022
Actual,Player 12,Strength Building,10,21/03/2022
Actual,Player 12,Strength Building,5,22/03/2022
Actual,Player 12,Strength Building,8,23/03/2022
Actual,Player 12,Strength Building,3,24/03/2022
Carried over,Player 12,Strength Building,7,28/03/2022
Actual,Player 12,Strength Building,7,25/03/2022
Actual,Player 12,Strength Building,7,29/03/2022
Actual,Player 12,Strength Building,6,30/03/2022
Actual,Player 12,Strength Building,8,31/03/2022
Actual,Player 12,Strength Building,4,01/04/2022
Carried over,Player 12,Strength Building,6,06/04/2022
Carried over,Player 12,Strength Building,6,05/04/2022
Actual,Player 12,Strength Building,6,04/04/2022
Actual,Player 12,Strength Building,6,07/04/2022
Actual,Player 12,Strength Building,7,08/04/2022
Actual,Player 12,Strength Building,6,11/04/2022
Actual,Player 12,Strength Building,8,12/04/2022
Actual,Player 12,Strength Building,3,13/04/2022
Actual,Player 12,Strength Building,5,14/04/2022
Actual,Player 12,Strength Building,6,15/04/2022
Actual,Player 12,Strength Building,5,18/04/2022
Actual,Player 12,Strength Building,6,19/04/2022
Actual,Player 12,Strength Building,5,20/04/2022
Actual,Player 12,Strength Building,10,21/04/2022
Actual,Player 12,Strength Building,5,22/04/2022
Carried over,Player 12,Strength Building,8,26/04/2022
Actual,Player 12,Strength Building,8,25/04/2022
Actual,Player 12,Strength Building,8,27/04/2022
Actual,Player 12,Strength Building,5,28/04/2022
Carried over,Player 12,Strength Building,8,03/05/2022
Carried over,Player 12,Strength Building,8,02/05/2022
Actual,Player 12,Strength Building,8,29/04/2022
Actual,Player 12,Strength Building,7,04/05/2022
Actual,Player 12,Strength Building,5,05/05/2022
Carried over,Player 12,Strength Building,4,09/05/2022
Actual,Player 12,Strength Building,4,06/05/2022
Actual,Player 12,Strength Building,10,10/05/2022
Carried over,Player 12,Strength Building,6,12/05/2022
Actual,Player 12,Strength Building,6,11/05/2022
Actual,Player 12,Strength Building,6,13/05/2022
Actual,Player 12,Strength Building,3,16/05/2022
Carried over,Player 12,Strength Building,3,18/05/2022
Actual,Player 12,Strength Building,3,17/05/2022
Carried over,Player 12,Strength Building,6,20/05/2022
Actual,Player 12,Strength Building,6,19/05/2022
Actual,Player 12,Strength Building,4,23/05/2022
Actual,Player 12,Strength Building,9,24/05/2022
Actual,Player 12,Strength Building,7,25/05/2022
Actual,Player 12,Strength Building,8,26/05/2022
Actual,Player 12,Strength Building,3,27/05/2022
Actual,Player 12,Strength Building,8,30/05/2022
Carried over,Player 12,Strength Building,9,02/06/2022
Carried over,Player 12,Strength Building,9,01/06/2022
Actual,Player 12,Strength Building,9,31/05/2022
Actual,Player 12,Strength Building,3,03/06/2022
Actual,Player 12,Strength Building,4,06/06/2022
Actual,Player 12,Strength Building,4,07/06/2022
Carried over,Player 12,Strength Building,8,09/06/2022
Actual,Player 12,Strength Building,8,08/06/2022
Carried over,Player 12,Strength Building,7,14/06/2022
Carried over,Player 12,Strength Building,7,13/06/2022
Actual,Player 12,Strength Building,7,10/06/2022
Actual,Player 12,Strength Building,9,15/06/2022
Carried over,Player 12,Strength Building,7,20/06/2022
Carried over,Player 12,Strength Building,7,17/06/2022
Actual,Player 12,Strength Building,7,16/06/2022
Carried over,Player 12,Strength Building,10,01/07/2022
Carried over,Player 12,Strength Building,10,30/06/2022
Carried over,Player 12,Strength Building,10,29/06/2022
Carried over,Player 12,Strength Building,10,28/06/2022
Carried over,Player 12,Strength Building,10,27/06/2022
Carried over,Player 12,Strength Building,10,24/06/2022
Carried over,Player 12,Strength Building,10,23/06/2022
Carried over,Player 12,Strength Building,10,22/06/2022
Actual,Player 12,Strength Building,10,21/06/2022
Carried over,Player 12,Strength Building,5,07/07/2022
Carried over,Player 12,Strength Building,5,06/07/2022
Carried over,Player 12,Strength Building,5,05/07/2022
Actual,Player 12,Strength Building,5,04/07/2022
Actual,Player 12,Strength Building,7,08/07/2022
Carried over,Player 12,Strength Building,9,13/07/2022
Carried over,Player 12,Strength Building,9,12/07/2022
Actual,Player 12,Strength Building,9,11/07/2022
Carried over,Player 12,Strength Building,10,15/07/2022
Actual,Player 12,Strength Building,10,14/07/2022
Actual,Player 12,Strength Building,3,18/07/2022
Carried over,Player 12,Strength Building,7,20/07/2022
Actual,Player 12,Strength Building,7,19/07/2022
Actual,Player 12,Strength Building,9,21/07/2022
Carried over,Player 12,Strength Building,9,25/07/2022
Actual,Player 12,Strength Building,9,22/07/2022
Actual,Player 12,Strength Building,6,26/07/2022
Actual,Player 12,Strength Building,9,27/07/2022
Actual,Player 12,Strength Building,8,28/07/2022
Actual,Player 3,Strength Building,9,03/01/2022
Carried over,Player 3,Strength Building,5,05/01/2022
Actual,Player 3,Strength Building,5,04/01/2022
Carried over,Player 3,Strength Building,3,07/01/2022
Actual,Player 3,Strength Building,3,06/01/2022
Actual,Player 3,Strength Building,10,10/01/2022
Actual,Player 3,Strength Building,9,11/01/2022
Actual,Player 3,Strength Building,4,12/01/2022
Carried over,Player 3,Strength Building,10,14/01/2022
Actual,Player 3,Strength Building,10,13/01/2022
Carried over,Player 3,Strength Building,5,18/01/2022
Actual,Player 3,Strength Building,5,17/01/2022
Carried over,Player 3,Strength Building,7,21/01/2022
Carried over,Player 3,Strength Building,7,20/01/2022
Actual,Player 3,Strength Building,7,19/01/2022
Carried over,Player 3,Strength Building,3,25/01/2022
Actual,Player 3,Strength Building,3,24/01/2022
Carried over,Player 3,Strength Building,7,27/01/2022
Actual,Player 3,Strength Building,7,26/01/2022
Actual,Player 3,Strength Building,8,28/01/2022
Actual,Player 3,Strength Building,5,31/01/2022
Carried over,Player 3,Strength Building,3,02/02/2022
Actual,Player 3,Strength Building,3,01/02/2022
Actual,Player 3,Strength Building,6,03/02/2022
Actual,Player 3,Strength Building,9,04/02/2022
Actual,Player 3,Strength Building,5,07/02/2022
Actual,Player 3,Strength Building,10,08/02/2022
Carried over,Player 3,Strength Building,3,10/02/2022
Actual,Player 3,Strength Building,3,09/02/2022
Actual,Player 3,Strength Building,4,11/02/2022
Actual,Player 3,Strength Building,8,14/02/2022
Actual,Player 3,Strength Building,4,15/02/2022
Actual,Player 3,Strength Building,7,16/02/2022
Carried over,Player 3,Strength Building,8,21/02/2022
Carried over,Player 3,Strength Building,8,18/02/2022
Actual,Player 3,Strength Building,8,17/02/2022
Carried over,Player 3,Strength Building,4,23/02/2022
Actual,Player 3,Strength Building,4,22/02/2022
Actual,Player 3,Strength Building,7,24/02/2022
Actual,Player 3,Strength Building,4,25/02/2022
Carried over,Player 3,Strength Building,5,01/03/2022
Actual,Player 3,Strength Building,5,28/02/2022
Carried over,Player 3,Strength Building,7,07/03/2022
Carried over,Player 3,Strength Building,7,04/03/2022
Carried over,Player 3,Strength Building,7,03/03/2022
Actual,Player 3,Strength Building,7,02/03/2022
Actual,Player 3,Strength Building,6,08/03/2022
Actual,Player 3,Strength Building,4,09/03/2022
Carried over,Player 3,Strength Building,3,11/03/2022
Actual,Player 3,Strength Building,3,10/03/2022
Actual,Player 3,Strength Building,8,14/03/2022
Actual,Player 3,Strength Building,5,15/03/2022
Actual,Player 3,Strength Building,6,16/03/2022
Actual,Player 3,Strength Building,6,17/03/2022
Actual,Player 3,Strength Building,3,18/03/2022
Carried over,Player 3,Strength Building,7,23/03/2022
Carried over,Player 3,Strength Building,7,22/03/2022
Actual,Player 3,Strength Building,7,21/03/2022
Carried over,Player 3,Strength Building,8,25/03/2022
Actual,Player 3,Strength Building,8,24/03/2022
Actual,Player 3,Strength Building,8,28/03/2022
Actual,Player 3,Strength Building,4,29/03/2022
Actual,Player 3,Strength Building,9,30/03/2022
Carried over,Player 3,Strength Building,4,01/04/2022
Actual,Player 3,Strength Building,4,31/03/2022
Actual,Player 3,Strength Building,9,04/04/2022
Actual,Player 3,Strength Building,6,05/04/2022
Actual,Player 3,Strength Building,7,06/04/2022
Actual,Player 3,Strength Building,9,07/04/2022
Actual,Player 3,Strength Building,3,08/04/2022
Carried over,Player 3,Strength Building,5,14/04/2022
Carried over,Player 3,Strength Building,5,13/04/2022
Carried over,Player 3,Strength Building,5,12/04/2022
Actual,Player 3,Strength Building,5,11/04/2022
Carried over,Player 3,Strength Building,5,18/04/2022
Actual,Player 3,Strength Building,5,15/04/2022
Carried over,Player 3,Strength Building,10,21/04/2022
Carried over,Player 3,Strength Building,10,20/04/2022
Actual,Player 3,Strength Building,10,19/04/2022
Actual,Player 3,Strength Building,4,22/04/2022
Actual,Player 3,Strength Building,3,25/04/2022
Actual,Player 3,Strength Building,6,26/04/2022
Actual,Player 3,Strength Building,4,27/04/2022
Actual,Player 3,Strength Building,10,28/04/2022
Actual,Player 3,Strength Building,3,29/04/2022
Carried over,Player 3,Strength Building,8,03/05/2022
Actual,Player 3,Strength Building,8,02/05/2022
Actual,Player 3,Strength Building,8,04/05/2022
Carried over,Player 3,Strength Building,8,06/05/2022
Actual,Player 3,Strength Building,8,05/05/2022
Actual,Player 3,Strength Building,10,09/05/2022
Actual,Player 3,Strength Building,4,10/05/2022
Actual,Player 3,Strength Building,5,11/05/2022
Actual,Player 3,Strength Building,9,12/05/2022
Actual,Player 3,Strength Building,7,13/05/2022
Carried over,Player 3,Strength Building,4,17/05/2022
Actual,Player 3,Strength Building,4,16/05/2022
Actual,Player 3,Strength Building,9,18/05/2022
Carried over,Player 3,Strength Building,10,20/05/2022
Actual,Player 3,Strength Building,10,19/05/2022
Carried over,Player 3,Strength Building,9,24/05/2022
Actual,Player 3,Strength Building,9,23/05/2022
Actual,Player 3,Strength Building,6,25/05/2022
Carried over,Player 3,Strength Building,9,27/05/2022
Actual,Player 3,Strength Building,9,26/05/2022
Actual,Player 3,Strength Building,8,30/05/2022
Carried over,Player 3,Strength Building,8,03/06/2022
Carried over,Player 3,Strength Building,8,02/06/2022
Carried over,Player 3,Strength Building,8,01/06/2022
Actual,Player 3,Strength Building,8,31/05/2022
Actual,Player 3,Strength Building,10,06/06/2022
Carried over,Player 3,Strength Building,4,09/06/2022
Carried over,Player 3,Strength Building,4,08/06/2022
Actual,Player 3,Strength Building,4,07/06/2022
Actual,Player 3,Strength Building,3,10/06/2022
Actual,Player 3,Strength Building,9,13/06/2022
Carried over,Player 3,Strength Building,5,15/06/2022
Actual,Player 3,Strength Building,5,14/06/2022
Carried over,Player 3,Strength Building,7,20/06/2022
Carried over,Player 3,Strength Building,7,17/06/2022
Actual,Player 3,Strength Building,7,16/06/2022
Carried over,Player 3,Strength Building,9,22/06/2022
Actual,Player 3,Strength Building,9,21/06/2022
Actual,Player 3,Strength Building,9,23/06/2022
Carried over,Player 3,Strength Building,9,27/06/2022
Actual,Player 3,Strength Building,9,24/06/2022
Carried over,Player 3,Strength Building,9,29/06/2022
Actual,Player 3,Strength Building,9,28/06/2022
Actual,Player 3,Strength Building,3,30/06/2022
Actual,Player 14,Agility,5,31/01/2022
Actual,Player 14,Agility,9,02/02/2022
Actual,Player 14,Agility,5,03/02/2022
Actual,Player 14,Agility,10,04/02/2022
Actual,Player 14,Agility,10,07/02/2022
Actual,Player 14,Agility,6,08/02/2022
Carried over,Player 14,Agility,7,10/02/2022
Actual,Player 14,Agility,7,09/02/2022
Actual,Player 14,Agility,8,11/02/2022
Actual,Player 14,Agility,10,14/02/2022
Actual,Player 14,Agility,4,15/02/2022
Actual,Player 14,Agility,7,16/02/2022
Carried over,Player 14,Agility,10,18/02/2022
Actual,Player 14,Agility,10,17/02/2022
Actual,Player 14,Agility,5,21/02/2022
Actual,Player 14,Agility,4,22/02/2022
Actual,Player 14,Agility,4,23/02/2022
Actual,Player 14,Agility,10,24/02/2022
Actual,Player 14,Agility,7,25/02/2022
Actual,Player 14,Agility,8,28/02/2022
Actual,Player 14,Agility,10,01/03/2022
Carried over,Player 14,Agility,4,04/03/2022
Carried over,Player 14,Agility,4,03/03/2022
Actual,Player 14,Agility,4,02/03/2022
Actual,Player 14,Agility,10,07/03/2022
Actual,Player 14,Agility,10,08/03/2022
Actual,Player 14,Agility,6,09/03/2022
Actual,Player 14,Agility,7,10/03/2022
Actual,Player 14,Agility,7,11/03/2022
Actual,Player 14,Agility,5,14/03/2022
Carried over,Player 14,Agility,8,16/03/2022
Actual,Player 14,Agility,8,15/03/2022
Carried over,Player 14,Agility,5,21/03/2022
Carried over,Player 14,Agility,5,18/03/2022
Actual,Player 14,Agility,5,17/03/2022
Actual,Player 14,Agility,3,22/03/2022
Carried over,Player 14,Agility,3,28/03/2022
Carried over,Player 14,Agility,3,25/03/2022
Carried over,Player 14,Agility,3,24/03/2022
Actual,Player 14,Agility,3,23/03/2022
Carried over,Player 14,Agility,8,30/03/2022
Actual,Player 14,Agility,8,29/03/2022
Actual,Player 14,Agility,5,31/03/2022
Actual,Player 14,Agility,3,01/04/2022
Carried over,Player 14,Agility,5,05/04/2022
Actual,Player 14,Agility,5,04/04/2022
Actual,Player 14,Agility,8,06/04/2022
Carried over,Player 14,Agility,3,14/04/2022
Carried over,Player 14,Agility,3,13/04/2022
Carried over,Player 14,Agility,3,12/04/2022
Carried over,Player 14,Agility,3,11/04/2022
Carried over,Player 14,Agility,3,08/04/2022
Actual,Player 14,Agility,3,07/04/2022
Carried over,Player 14,Agility,6,18/04/2022
Actual,Player 14,Agility,6,15/04/2022
Carried over,Player 14,Agility,8,22/04/2022
Carried over,Player 14,Agility,8,21/04/2022
Carried over,Player 14,Agility,8,20/04/2022
Actual,Player 14,Agility,8,19/04/2022
Actual,Player 14,Agility,8,25/04/2022
Actual,Player 14,Agility,7,26/04/2022
Carried over,Player 14,Agility,10,29/04/2022
Carried over,Player 14,Agility,10,28/04/2022
Actual,Player 14,Agility,10,27/04/2022
Actual,Player 14,Agility,5,02/05/2022
Carried over,Player 14,Agility,7,10/05/2022
Carried over,Player 14,Agility,7,09/05/2022
Carried over,Player 14,Agility,7,06/05/2022
Carried over,Player 14,Agility,7,05/05/2022
Carried over,Player 14,Agility,7,04/05/2022
Actual,Player 14,Agility,7,03/05/2022
Actual,Player 14,Agility,6,11/05/2022
Actual,Player 14,Agility,4,12/05/2022
Actual,Player 14,Agility,9,13/05/2022
Carried over,Player 14,Agility,3,17/05/2022
Actual,Player 14,Agility,3,16/05/2022
Carried over,Player 14,Agility,9,20/05/2022
Carried over,Player 14,Agility,9,19/05/2022
Actual,Player 14,Agility,9,18/05/2022
Carried over,Player 14,Agility,8,26/05/2022
Carried over,Player 14,Agility,8,25/05/2022
Carried over,Player 14,Agility,8,24/05/2022
Actual,Player 14,Agility,8,23/05/2022
Actual,Player 14,Agility,5,27/05/2022
Actual,Player 14,Agility,3,30/05/2022
Actual,Player 14,Agility,4,31/05/2022
Carried over,Player 14,Agility,8,02/06/2022
Actual,Player 14,Agility,8,01/06/2022
Actual,Player 14,Agility,3,03/06/2022
Carried over,Player 14,Agility,3,07/06/2022
Actual,Player 14,Agility,3,06/06/2022
Actual,Player 14,Agility,8,08/06/2022
Actual,Player 14,Agility,7,09/06/2022
Carried over,Player 14,Agility,10,13/06/2022
Actual,Player 14,Agility,10,10/06/2022
Carried over,Player 14,Agility,8,15/06/2022
Actual,Player 14,Agility,8,14/06/2022
Actual,Player 14,Agility,8,16/06/2022
Carried over,Player 14,Agility,7,22/06/2022
Carried over,Player 14,Agility,7,21/06/2022
Carried over,Player 14,Agility,7,20/06/2022
Actual,Player 14,Agility,7,17/06/2022
Carried over,Player 14,Agility,7,27/06/2022
Carried over,Player 14,Agility,7,24/06/2022
Actual,Player 14,Agility,7,23/06/2022
Actual,Player 14,Agility,10,28/06/2022
Carried over,Player 14,Agility,10,30/06/2022
Actual,Player 14,Agility,10,29/06/2022
Actual,Player 14,Agility,9,01/07/2022
Actual,Player 14,Agility,6,04/07/2022
Actual,Player 14,Agility,3,05/07/2022
Carried over,Player 14,Agility,4,07/07/2022
Actual,Player 14,Agility,4,06/07/2022
Actual,Player 14,Agility,5,08/07/2022
Actual,Player 14,Agility,3,11/07/2022
Actual,Player 14,Agility,7,12/07/2022
Actual,Player 14,Agility,8,13/07/2022
Actual,Player 14,Agility,10,14/07/2022
Actual,Player 14,Agility,10,15/07/2022
Actual,Player 14,Agility,9,18/07/2022
Actual,Player 14,Agility,5,19/07/2022
Actual,Player 14,Agility,3,20/07/2022
Actual,Player 14,Agility,4,21/07/2022
Actual,Player 14,Agility,7,22/07/2022
Carried over,Player 14,Agility,10,26/07/2022
Actual,Player 14,Agility,10,25/07/2022
Actual,Player 6,Strength Building,7,03/01/2022
Actual,Player 6,Strength Building,9,04/01/2022
Carried over,Player 6,Strength Building,7,06/01/2022
Actual,Player 6,Strength Building,7,05/01/2022
Actual,Player 6,Strength Building,10,07/01/2022
Actual,Player 6,Strength Building,3,10/01/2022
Actual,Player 6,Strength Building,5,11/01/2022
Actual,Player 6,Strength Building,6,12/01/2022
Carried over,Player 6,Strength Building,5,14/01/2022
