Flight Details,Flow Card?,Bags Checked,Meal Type
2024-09-14//PA007//New York-Perth//Economy//2925,0,0,Dairy Free
2024-04-03//PA009//New York-Tokyo//Economy//3340,1,3,Egg Free
2024-06-02//PA007//New York-Perth//Business Class//408,1,2,Vegetarian
2024-08-13//PA005//London-Tokyo//Premium Economy//1425,0,0,Nut Free
2024-07-04//PA005//London-Tokyo//Economy//2700,0,2,Nut Free
2024-06-10//PA010//Tokyo-New York//Premium Economy//1317.5,1,3,Nut Free
2024-01-08//PA012//Tokyo-Perth//Economy//3120,1,2,Vegetarian
2024-07-22//PA002//New York-London//Economy//3455,0,2,Egg Free
2024-02-18//PA005//London-Tokyo//Business Class//387.59999999999997,0,0,Vegan
2024-07-20//PA011//Perth-Tokyo//Business Class//744,0,2,Nut Free
2024-07-10//PA001//London-New York//Economy//1910,0,0,Nut Free
2024-09-25//PA003//London-Perth//Premium Economy//572.5,1,0,Egg Free
2024-09-30//PA006//Tokyo-London//Premium Economy//1435,1,1,Vegan
2024-09-16//PA005//London-Tokyo//First Class//233,1,3,Nut Free
2024-07-29//PA008//Perth-New York//Business Class//520.79999999999995,1,2,Vegetarian
2024-05-14//PA005//London-Tokyo//First Class//239,1,2,Dairy Free
2024-11-02//PA012//Tokyo-Perth//First Class//342,0,3,Nut Free
2024-11-18//PA007//New York-Perth//Premium Economy//600,1,1,Vegetarian
2024-05-27//PA009//New York-Tokyo//Economy//1520,1,2,Egg Free
2024-06-30//PA007//New York-Perth//Business Class//680.39999999999998,0,3,None
2024-07-15//PA008//Perth-New York//Business Class//316.80000000000001,1,0,Nut Free
2024-11-16//PA009//New York-Tokyo//Economy//2290,1,2,Vegetarian
2024-09-06//PA002//New York-London//Economy//1495,0,1,Nut Free
2024-08-08//PA009//New York-Tokyo//Economy//3130,0,0,Vegan
2024-11-03//PA007//New York-Perth//Economy//2325,0,3,Dairy Free
2024-01-11//PA012//Tokyo-Perth//First Class//269,1,1,Nut Free
2024-08-03//PA003//London-Perth//First Class//507,0,3,Nut Free
2024-09-10//PA004//Perth-London//Business Class//570,0,0,None
2024-02-12//PA011//Perth-Tokyo//Business Class//504,1,2,None
2024-08-14//PA001//London-New York//First Class//691,0,2,None
2024-07-22//PA011//Perth-Tokyo//Premium Economy//1682.5,0,2,Vegetarian
2024-02-24//PA008//Perth-New York//Economy//1500,1,1,Vegan
2024-01-28//PA011//Perth-Tokyo//Business Class//512.39999999999998,1,1,Nut Free
2024-02-08//PA009//New York-Tokyo//Premium Economy//585,1,2,Vegetarian
2024-01-03//PA003//London-Perth//Business Class//283.19999999999999,0,0,Vegetarian
2024-12-27//PA008//Perth-New York//Economy//3315,0,2,None
2024-07-19//PA008//Perth-New York//Business Class//463.19999999999999,1,2,Nut Free
2024-08-20//PA006//Tokyo-London//Premium Economy//1325,1,1,Dairy Free
2024-11-19//PA007//New York-Perth//Premium Economy//1372.5,1,2,None
2024-07-31//PA003//London-Perth//Economy//1450,0,3,Dairy Free
2024-12-27//PA007//New York-Perth//Economy//1670,0,3,Nut Free
2024-08-03//PA011//Perth-Tokyo//Premium Economy//795,0,2,Egg Free
2024-05-20//PA008//Perth-New York//Premium Economy//1642.5,0,2,Egg Free
2024-03-22//PA005//London-Tokyo//First Class//340,1,1,Nut Free
2024-03-04//PA005//London-Tokyo//Business Class//459.59999999999997,0,3,Dairy Free
2024-02-14//PA004//Perth-London//Business Class//678,1,0,Nut Free
2024-10-20//PA004//Perth-London//First Class//616,1,3,Egg Free
2024-06-13//PA008//Perth-New York//Business Class//625.19999999999993,0,0,Vegetarian
2024-07-01//PA003//London-Perth//Business Class//490.79999999999995,0,1,Vegan
2024-12-08//PA002//New York-London//First Class//333,1,3,None
2024-04-17//PA009//New York-Tokyo//Premium Economy//1000,1,0,None
2024-03-11//PA009//New York-Tokyo//Business Class//592.79999999999995,0,2,Vegetarian
2024-02-04//PA001//London-New York//Premium Economy//537.5,1,2,None
2024-01-29//PA010//Tokyo-New York//First Class//413,1,2,Nut Free
2024-12-18//PA004//Perth-London//Economy//1855,0,0,Dairy Free
2024-09-30//PA012//Tokyo-Perth//Economy//1845,0,1,Dairy Free
2024-04-27//PA003//London-Perth//Premium Economy//965,1,3,Dairy Free
2024-05-09//PA010//Tokyo-New York//Premium Economy//1725,1,0,Vegetarian
2024-12-23//PA002//New York-London//Premium Economy//1475,1,0,None
2024-12-21//PA005//London-Tokyo//First Class//385,0,1,Vegan
2024-04-15//PA004//Perth-London//Premium Economy//1582.5,1,0,Vegetarian
2024-12-23//PA004//Perth-London//Business Class//399.59999999999997,1,2,Nut Free
2024-01-29//PA004//Perth-London//Business Class//700.79999999999995,0,3,Vegetarian
2024-08-27//PA012//Tokyo-Perth//Premium Economy//1312.5,1,2,Nut Free
2024-02-15//PA012//Tokyo-Perth//Economy//3375,0,3,Vegetarian
2024-11-02//PA005//London-Tokyo//Economy//1170,1,3,Dairy Free
2024-04-29//PA005//London-Tokyo//Economy//2070,0,3,Egg Free
2024-02-12//PA012//Tokyo-Perth//Business Class//304.80000000000001,0,1,Nut Free
2024-04-26//PA001//London-New York//Premium Economy//932.5,0,3,Vegetarian
2024-01-28//PA006//Tokyo-London//Business Class//776.39999999999998,0,0,Nut Free
2024-07-21//PA007//New York-Perth//Business Class//746.39999999999998,1,3,Egg Free
2024-08-15//PA009//New York-Tokyo//Business Class//608.39999999999998,1,2,Dairy Free
2024-07-04//PA011//Perth-Tokyo//Premium Economy//777.5,0,1,Nut Free
2024-03-03//PA005//London-Tokyo//Business Class//568.79999999999995,0,1,Vegetarian
2024-04-22//PA011//Perth-Tokyo//Economy//1175,0,2,None
2024-11-11//PA009//New York-Tokyo//First Class//456,1,3,Nut Free
2024-03-02//PA008//Perth-New York//Economy//3300,0,1,Vegetarian
2024-04-26//PA012//Tokyo-Perth//Premium Economy//1735,1,1,Egg Free
2024-09-02//PA012//Tokyo-Perth//Economy//2980,0,0,None
2024-08-13//PA002//New York-London//Economy//3180,0,1,Nut Free
2024-04-26//PA002//New York-London//Business Class//338.39999999999998,1,3,Nut Free
2024-05-19//PA005//London-Tokyo//First Class//341,1,3,Egg Free
2024-07-04//PA008//Perth-New York//Business Class//622.79999999999995,1,2,None
2024-03-11//PA005//London-Tokyo//Business Class//708,1,0,Egg Free
2024-05-17//PA006//Tokyo-London//Business Class//248.39999999999998,0,2,Vegetarian
2024-02-05//PA006//Tokyo-London//First Class//570,0,1,Nut Free
2024-02-15//PA005//London-Tokyo//Business Class//309.59999999999997,1,2,Egg Free
2024-04-18//PA007//New York-Perth//Premium Economy//1282.5,1,0,Vegetarian
2024-10-27//PA010//Tokyo-New York//First Class//695,1,2,Egg Free
2024-01-18//PA001//London-New York//Business Class//518.39999999999998,0,1,Vegan
2024-02-29//PA009//New York-Tokyo//Business Class//284.39999999999998,0,2,Vegan
2024-03-13//PA007//New York-Perth//First Class//373,0,3,Egg Free
2024-03-13//PA008//Perth-New York//Economy//2635,0,2,Vegetarian
2024-03-24//PA004//Perth-London//Economy//1810,1,2,None
2024-01-02//PA005//London-Tokyo//Economy//1215,0,2,Vegetarian
2024-10-07//PA001//London-New York//Premium Economy//940,0,3,Nut Free
2024-01-30//PA007//New York-Perth//Economy//2815,1,2,Vegan
2024-11-04//PA011//Perth-Tokyo//Premium Economy//1145,1,0,Nut Free
2024-08-25//PA011//Perth-Tokyo//Economy//3195,0,2,Dairy Free
2024-11-02//PA009//New York-Tokyo//First Class//258,0,2,Vegan
2024-08-03//PA005//London-Tokyo//First Class//334,1,0,Egg Free
2024-11-21//PA012//Tokyo-Perth//Economy//1265,1,0,Vegan
2024-11-12//PA009//New York-Tokyo//Premium Economy//652.5,1,3,Nut Free
2024-02-28//PA003//London-Perth//First Class//415,1,0,Egg Free
2024-06-12//PA005//London-Tokyo//Economy//2435,0,0,Vegan
2024-06-02//PA003//London-Perth//Business Class//711.60000000000002,1,1,Dairy Free
2024-08-09//PA012//Tokyo-Perth//Economy//1270,1,2,Vegetarian
2024-03-16//PA007//New York-Perth//Economy//3010,1,1,Nut Free
2024-11-27//PA005//London-Tokyo//Business Class//734.39999999999998,0,0,Vegan
2024-06-04//PA005//London-Tokyo//Business Class//799.19999999999993,1,0,Dairy Free
2024-12-08//PA003//London-Perth//Economy//1800,0,0,Vegetarian
2024-06-04//PA010//Tokyo-New York//First Class//362,0,3,Dairy Free
2024-10-28//PA006//Tokyo-London//Economy//1055,1,2,Dairy Free
2024-12-09//PA007//New York-Perth//Premium Economy//1650,1,3,Vegetarian
2024-08-08//PA008//Perth-New York//Premium Economy//555,0,0,Vegan
2024-05-06//PA011//Perth-Tokyo//Business Class//368.39999999999998,0,0,Nut Free
2024-11-10//PA006//Tokyo-London//Economy//2100,0,0,Nut Free
2024-10-18//PA006//Tokyo-London//Premium Economy//1722.5,1,0,Vegetarian
2024-07-08//PA002//New York-London//Premium Economy//965,0,1,Vegan
2024-05-15//PA003//London-Perth//Premium Economy//540,0,3,Vegetarian
2024-01-23//PA008//Perth-New York//First Class//432,0,3,Vegan
2024-04-27//PA006//Tokyo-London//Premium Economy//805,1,0,Vegan
2024-04-21//PA006//Tokyo-London//First Class//257,0,1,Vegan
2024-05-16//PA006//Tokyo-London//First Class//307,1,1,Dairy Free
2024-04-24//PA006//Tokyo-London//Premium Economy//855,1,3,Vegetarian
2024-01-29//PA009//New York-Tokyo//Premium Economy//1227.5,1,3,Dairy Free
2024-02-07//PA010//Tokyo-New York//Economy//1450,0,3,None
2024-08-06//PA003//London-Perth//Economy//1715,1,0,Egg Free
2024-12-11//PA012//Tokyo-Perth//Business Class//634.79999999999995,1,1,Vegetarian
2024-11-25//PA010//Tokyo-New York//First Class//589,0,2,Dairy Free
2024-03-12//PA005//London-Tokyo//Business Class//708,0,1,Vegan
2024-10-15//PA004//Perth-London//Economy//1405,1,3,Vegetarian
2024-09-09//PA004//Perth-London//First Class//453,0,2,Dairy Free
2024-09-17//PA003//London-Perth//Business Class//411.59999999999997,1,0,Nut Free
2024-02-24//PA009//New York-Tokyo//Business Class//340.80000000000001,0,0,Dairy Free
2024-11-13//PA010//Tokyo-New York//Premium Economy//742.5,0,1,Vegetarian
2024-11-18//PA010//Tokyo-New York//Business Class//800.39999999999998,1,0,Vegetarian
2024-04-28//PA003//London-Perth//Business Class//348,0,1,Vegan
2024-09-29//PA007//New York-Perth//Business Class//256.80000000000001,0,2,Nut Free
2024-05-18//PA004//Perth-London//Economy//1090,0,0,None
2024-01-29//PA009//New York-Tokyo//Economy//1995,1,0,Egg Free
2024-03-25//PA011//Perth-Tokyo//First Class//201,1,1,Vegan
2024-12-22//PA002//New York-London//First Class//525,1,1,Egg Free
2024-07-26//PA009//New York-Tokyo//Economy//2685,1,2,Vegetarian
2024-08-24//PA006//Tokyo-London//First Class//303,1,3,Dairy Free
2024-01-10//PA010//Tokyo-New York//Premium Economy//927.5,1,1,Egg Free
2024-08-19//PA006//Tokyo-London//Economy//1645,0,2,Egg Free
2024-10-06//PA003//London-Perth//Premium Economy//1047.5,1,3,Egg Free
2024-08-22//PA012//Tokyo-Perth//Business Class//675.60000000000002,1,0,Vegetarian
2024-12-07//PA009//New York-Tokyo//Premium Economy//1615,0,3,None
2024-08-29//PA006//Tokyo-London//First Class//640,0,0,None
2024-10-11//PA002//New York-London//Economy//2275,0,1,Egg Free
2024-05-23//PA003//London-Perth//Economy//2815,1,1,Dairy Free
2024-02-09//PA001//London-New York//Economy//2700,1,0,None
2024-06-13//PA006//Tokyo-London//Economy//1945,1,1,Vegetarian
2024-05-21//PA012//Tokyo-Perth//Economy//2440,0,3,None
2024-11-10//PA009//New York-Tokyo//First Class//472,0,1,Vegan
2024-11-11//PA006//Tokyo-London//First Class//678,0,3,Egg Free
2024-09-19//PA010//Tokyo-New York//Economy//2720,1,0,None
2024-03-23//PA012//Tokyo-Perth//Economy//2015,1,3,Dairy Free
2024-11-07//PA006//Tokyo-London//First Class//215,1,3,Dairy Free
2024-05-16//PA005//London-Tokyo//Business Class//487.19999999999999,1,1,Nut Free
2024-08-15//PA003//London-Perth//Business Class//496.79999999999995,1,1,Egg Free
2024-07-12//PA007//New York-Perth//First Class//411,1,3,None
2024-06-17//PA001//London-New York//First Class//462,1,1,Vegetarian
2024-12-17//PA010//Tokyo-New York//First Class//224,1,2,None
2024-08-23//PA009//New York-Tokyo//First Class//530,1,3,Egg Free
2024-10-17//PA001//London-New York//Premium Economy//535,0,0,Nut Free
2024-05-20//PA009//New York-Tokyo//First Class//279,0,0,None
2024-02-07//PA009//New York-Tokyo//Business Class//670.79999999999995,0,0,None
2024-11-10//PA006//Tokyo-London//Premium Economy//1702.5,1,0,Egg Free
2024-04-23//PA008//Perth-New York//Economy//2630,1,3,Egg Free
2024-04-19//PA012//Tokyo-Perth//First Class//227,0,1,Vegetarian
2024-07-29//PA008//Perth-New York//First Class//485,0,2,Vegan
2024-05-15//PA003//London-Perth//Business Class//325.19999999999999,0,1,Vegan
2024-01-24//PA005//London-Tokyo//Premium Economy//1197.5,0,3,Nut Free
2024-10-05//PA006//Tokyo-London//First Class//659,1,1,None
2024-09-20//PA004//Perth-London//First Class//427,0,3,Dairy Free
2024-04-12//PA012//Tokyo-Perth//Premium Economy//1222.5,1,0,Egg Free
2024-02-01//PA009//New York-Tokyo//Premium Economy//592.5,0,0,Vegan
2024-10-23//PA003//London-Perth//Economy//3465,0,0,Dairy Free
2024-01-13//PA007//New York-Perth//First Class//571,1,3,Dairy Free
2024-06-17//PA004//Perth-London//Premium Economy//500,1,2,Egg Free
2024-08-29//PA006//Tokyo-London//Business Class//720,0,1,None
2024-05-15//PA001//London-New York//Business Class//699.60000000000002,1,1,None
2024-02-19//PA011//Perth-Tokyo//Economy//2810,1,2,Vegetarian
2024-03-25//PA002//New York-London//Economy//2325,1,3,Vegetarian
2024-10-21//PA001//London-New York//Economy//2000,1,0,Nut Free
2024-02-25//PA011//Perth-Tokyo//Economy//1400,0,1,Vegan
2024-03-09//PA003//London-Perth//Business Class//584.39999999999998,0,1,Nut Free
2024-11-11//PA011//Perth-Tokyo//First Class//551,0,2,Vegan
2024-11-16//PA004//Perth-London//Economy//1050,1,3,Vegetarian
2024-04-06//PA012//Tokyo-Perth//First Class//235,1,2,Vegetarian
2024-06-07//PA008//Perth-New York//Economy//2740,1,0,Vegan
2024-04-12//PA007//New York-Perth//Business Class//464.39999999999998,0,2,None
2024-04-01//PA005//London-Tokyo//Business Class//552,1,2,Vegan
2024-04-12//PA007//New York-Perth//Economy//1725,0,3,Vegetarian
2024-12-17//PA011//Perth-Tokyo//First Class//208,1,3,Vegan
2024-06-10//PA006//Tokyo-London//Premium Economy//1147.5,1,3,Vegan
2024-08-22//PA008//Perth-New York//Premium Economy//1275,0,3,Dairy Free
2024-01-26//PA008//Perth-New York//Economy//2610,1,0,None
2024-01-17//PA012//Tokyo-Perth//Business Class//805.19999999999993,1,1,None
2024-03-04//PA001//London-New York//Business Class//697.19999999999993,1,0,None
2024-07-03//PA003//London-Perth//Economy//2285,0,2,Nut Free
2024-08-08//PA011//Perth-Tokyo//First Class//582,1,3,Vegan
2024-07-20//PA001//London-New York//Economy//2885,1,3,Nut Free
2024-06-17//PA008//Perth-New York//Premium Economy//1185,1,3,Nut Free
2024-02-10//PA007//New York-Perth//First Class//459,0,2,Dairy Free
2024-08-04//PA003//London-Perth//Premium Economy//1700,0,0,Dairy Free
2024-09-30//PA002//New York-London//Premium Economy//897.5,0,2,Nut Free
2024-10-01//PA007//New York-Perth//Premium Economy//885,0,3,Nut Free
2024-01-21//PA009//New York-Tokyo//Business Class//411.59999999999997,1,3,Dairy Free
2024-06-24//PA004//Perth-London//Business Class//570,0,3,Vegan
2024-03-01//PA004//Perth-London//First Class//493,1,1,Egg Free
2024-09-16//PA004//Perth-London//Premium Economy//1437.5,0,2,Egg Free
2024-09-06//PA001//London-New York//Business Class//393.59999999999997,0,1,Vegetarian
2024-05-12//PA005//London-Tokyo//Premium Economy//1030,1,0,Egg Free
2024-05-15//PA004//Perth-London//Business Class//445.19999999999999,0,3,Vegetarian
2024-08-19//PA008//Perth-New York//Economy//2035,0,3,Egg Free
2024-12-25//PA007//New York-Perth//Business Class//386.39999999999998,1,1,None
2024-04-17//PA007//New York-Perth//Business Class//355.19999999999999,1,3,Dairy Free
2024-02-24//PA003//London-Perth//Economy//3275,0,0,None
2024-01-17//PA005//London-Tokyo//Business Class//537.60000000000002,1,1,Vegan
2024-04-05//PA011//Perth-Tokyo//Business Class//763.19999999999993,1,3,None
2024-07-03//PA004//Perth-London//Business Class//550.79999999999995,1,1,Dairy Free
2024-05-19//PA006//Tokyo-London//Premium Economy//1307.5,0,1,Vegetarian
2024-04-25//PA007//New York-Perth//Business Class//482.39999999999998,1,1,Egg Free
2024-12-17//PA012//Tokyo-Perth//Economy//2030,0,1,None
2024-08-01//PA009//New York-Tokyo//Economy//1530,0,0,None
2024-10-24//PA011//Perth-Tokyo//Business Class//712.79999999999995,1,2,Vegan
2024-01-31//PA012//Tokyo-Perth//First Class//397,1,1,Egg Free
2024-02-19//PA009//New York-Tokyo//Economy//2385,1,2,Vegan
2024-05-16//PA004//Perth-London//Premium Economy//687.5,0,1,Vegan
2024-10-30//PA001//London-New York//First Class//287,1,2,Vegetarian
2024-01-14//PA010//Tokyo-New York//Business Class//636,1,1,Nut Free
2024-01-27//PA004//Perth-London//Economy//1580,0,3,Dairy Free
2024-02-24//PA006//Tokyo-London//Premium Economy//1132.5,1,2,Nut Free
2024-11-15//PA012//Tokyo-Perth//Economy//2670,0,3,Vegan
2024-08-14//PA002//New York-London//First Class//429,1,3,Nut Free
2024-09-03//PA011//Perth-Tokyo//First Class//310,0,3,Nut Free
2024-10-15//PA012//Tokyo-Perth//Business Class//273.59999999999997,1,2,Vegan
2024-11-11//PA005//London-Tokyo//Premium Economy//1062.5,0,2,Vegetarian
2024-08-19//PA008//Perth-New York//Economy//1985,1,3,Dairy Free
2024-10-04//PA006//Tokyo-London//Business Class//357.59999999999997,1,0,Egg Free
2024-05-23//PA010//Tokyo-New York//Business Class//492,1,3,None
2024-07-04//PA007//New York-Perth//Premium Economy//1750,1,0,Nut Free
2024-10-31//PA006//Tokyo-London//First Class//261,0,0,Vegan
2024-01-31//PA004//Perth-London//Economy//2845,1,0,Nut Free
2024-06-29//PA003//London-Perth//Economy//2320,0,2,Dairy Free
2024-10-06//PA001//London-New York//Business Class//776.39999999999998,1,2,Vegan
2024-11-15//PA012//Tokyo-Perth//Business Class//456,1,2,Egg Free
2024-11-04//PA008//Perth-New York//Premium Economy//1135,0,0,Vegan
2024-09-24//PA011//Perth-Tokyo//Business Class//498,0,3,Dairy Free
2024-02-24//PA010//Tokyo-New York//First Class//628,0,0,None
2024-09-17//PA005//London-Tokyo//Economy//2995,1,0,Vegan
2024-07-07//PA011//Perth-Tokyo//Business Class//291.59999999999997,0,2,Vegetarian
2024-01-03//PA008//Perth-New York//Business Class//558,1,2,Dairy Free
2024-04-03//PA006//Tokyo-London//Business Class//740.39999999999998,0,3,Vegan
2024-08-24//PA012//Tokyo-Perth//Business Class//693.60000000000002,0,1,Vegetarian
2024-10-23//PA003//London-Perth//Business Class//406.80000000000001,1,3,Vegan
2024-07-26//PA006//Tokyo-London//Economy//2030,0,3,Nut Free
2024-10-30//PA008//Perth-New York//Economy//2310,1,2,Egg Free
2024-03-11//PA011//Perth-Tokyo//Economy//2630,0,1,Vegan
2024-07-05//PA001//London-New York//Premium Economy//835,1,2,Vegetarian
2024-08-18//PA008//Perth-New York//Premium Economy//617.5,0,1,Egg Free
2024-12-15//PA010//Tokyo-New York//Premium Economy//1727.5,0,2,Vegan
2024-04-15//PA002//New York-London//Economy//1720,0,3,Egg Free
2024-12-02//PA004//Perth-London//Business Class//482.39999999999998,1,1,Vegan
2024-11-26//PA006//Tokyo-London//Premium Economy//1237.5,0,1,Egg Free
2024-02-22//PA012//Tokyo-Perth//First Class//231,1,1,None
2024-11-27//PA001//London-New York//Business Class//543.60000000000002,0,0,Vegetarian
2024-12-07//PA010//Tokyo-New York//Business Class//548.39999999999998,1,0,Vegetarian
2024-10-29//PA004//Perth-London//Premium Economy//905,1,3,Vegetarian
2024-11-23//PA008//Perth-New York//Business Class//454.80000000000001,0,3,None
2024-03-03//PA001//London-New York//First Class//522,0,1,None
2024-05-10//PA006//Tokyo-London//First Class//609,0,2,Vegan
2024-11-20//PA006//Tokyo-London//First Class//627,1,3,Vegetarian
2024-07-12//PA011//Perth-Tokyo//Economy//2825,0,2,None
2024-06-01//PA011//Perth-Tokyo//Business Class//532.79999999999995,1,0,Vegetarian
2024-12-03//PA011//Perth-Tokyo//Business Class//570,0,3,Vegetarian
2024-02-19//PA010//Tokyo-New York//Premium Economy//1502.5,0,0,Nut Free
2024-07-23//PA001//London-New York//First Class//418,1,2,Vegan
2024-06-09//PA011//Perth-Tokyo//Economy//2245,0,0,Egg Free
2024-01-30//PA007//New York-Perth//Business Class//516,0,2,Egg Free
