Series,Week,Couple,Scores,Dance,Music,Result,Film,Broadway musical,Musical,Country,CelebratingBBC
13,Week 11: Musicals Week (Quarter-final),Couple,Scores,Dance,Music,Result,,,Musical,,
13,Week 11: Musicals Week (Quarter-final),Georgia & Giovanni,"36 (9, 9, 9, 9)",Foxtrot,"""Beauty and the Beast""",Bottom two,,,Beauty and the Beast,,
13,Week 11: Musicals Week (Quarter-final),Anita & Gleb,"31 (6, 8, 9, 8)",Argentine tango,"""Cell Block Tango""",Safe,,,Chicago,,
13,Week 11: Musicals Week (Quarter-final),Kellie & Kevin,"36 (9, 9, 9, 9)",Viennese waltz,"""Oom-Pah-Pah""",Safe,,,Oliver!,,
13,Week 11: Musicals Week (Quarter-final),Jay & Aliona,"39 (9, 10, 10, 10)",Rumba,"""Falling Slowly""",Safe,,,Once,,
13,Week 11: Musicals Week (Quarter-final),Katie & Anton,"35 (8, 9, 9, 9)",Foxtrot,"""Maybe This Time""",Safe,,,Cabaret,,
13,Week 11: Musicals Week (Quarter-final),Helen & Aljaž,"34 (8, 8, 9, 9)",Paso doble,"""At the End of the Day""",Eliminated,,,Les Misérables,,
13,Week 12: Semi-final,Couple,Scores,Dance,Music,Result,,,,,
13,Week 12: Semi-final,Katie & Anton,"25 (4, 7, 7, 7)",Charleston,"""Too Darn Hot"" —fromKiss Me, Kate",Bottom two,,,,,
13,Week 12: Semi-final,Katie & Anton,"31 (8, 9, 7, 7)",Waltz,"""O mio babbino caro"" —Giacomo Puccini",Bottom two,,,,,
13,Week 12: Semi-final,Jay & Aliona,"34 (8, 9, 8, 9)",Viennese waltz,"""Have You Ever Really Loved a Woman?"" —Bryan Adams",Safe,,,,,
13,Week 12: Semi-final,Jay & Aliona,"37 (9, 9, 9, 10)",Charleston,"""Doctor Jazz"" —fromJelly's Last Jam",Safe,,,,,
13,Week 12: Semi-final,Georgia & Giovanni,"33 (8, 8, 8, 9)",Cha-cha-cha,"""I Will Survive"" —Gloria Gaynor",Safe,,,,,
13,Week 12: Semi-final,Georgia & Giovanni,"38 (9, 10, 9, 10)",Viennese waltz,"""Runaway"" —The Corrs",Safe,,,,,
13,Week 12: Semi-final,Anita & Gleb,"32 (7, 8, 8, 9)",Foxtrot,"""New York, New York"" —Frank Sinatra",Eliminated,,,,,
13,Week 12: Semi-final,Anita & Gleb,"32 (8, 8, 8, 8)",Salsa,"""Feel This Moment"" —Pitbull, feat.Christina Aguilera",Eliminated,,,,,
13,Week 12: Semi-final,Kellie & Kevin,"34 (9, 8, 9, 8)",Rumba,"""Songbird"" —Eva Cassidy",Safe,,,,,
13,Week 12: Semi-final,Kellie & Kevin,"39 (9, 10, 10, 10)",American Smooth,"""Let's Face the Music and Dance"" —Irving Berlin",Safe,,,,,
13,Week 13: Final,Couple,Scores,Dance,Music,Result,,,,,
13,Week 13: Final,Jay & Aliona,"36 (9, 9, 9, 9)",Quickstep,"""My Generation"" —The Who",Safe,,,,,
13,Week 13: Final,Jay & Aliona,"35 (8, 9, 9, 9)",Showdance,"""Can't Feel My Face"" —The Weeknd",Safe,,,,,
13,Week 13: Final,Georgia & Giovanni,"36 (9, 9, 9, 9)",Rumba,"""Writing's on the Wall"" —fromSpectre",Safe,,,,,
13,Week 13: Final,Georgia & Giovanni,"36 (9, 9, 9, 9)",Showdance,"""Fix You"" —Coldplay",Safe,,,,,
13,Week 13: Final,Kellie & Kevin,"40 (10, 10, 10, 10)",Tango,"""You Really Got Me"" —The Kinks",Safe,,,,,
13,Week 13: Final,Kellie & Kevin,"40 (10, 10, 10, 10)",Showdance,"""The Ding-Dong Daddy of the D-Car Line"" —Cherry Poppin' Daddies",Safe,,,,,
13,Week 13: Final,Katie & Anton,"31 (7, 8, 8, 8)",Quickstep,"""42nd Street"" —from42nd Street",Eliminated,,,,,
13,Week 13: Final,Katie & Anton,"31 (7, 8, 8, 8)",Showdance,"""O Fortuna"" —Carl Orff",Eliminated,,,,,
13,Week 13: Final,Couple,Scores,Dance,Music,Result,,,,,
13,Week 13: Final,Jay & Aliona,"39 (9, 10, 10, 10)",Paso doble,"""It's My Life"" —Bon Jovi",Winners,,,,,
13,Week 13: Final,Georgia & Giovanni,"40 (10, 10, 10, 10)",Charleston,"""Hot Honey Rag"" —fromChicago",Runners-up,,,,,
13,Week 13: Final,Kellie & Kevin,"39 (9, 10, 10, 10)",Charleston,"""Cantina Band"" —fromStar Wars",Runners-up,,,,,
14,Week 1,Couple,Scores,Dance[9],Music[9],,,,,,
14,Week 1,Laura & Giovanni,"25 (5, 6, 7, 7)",Cha-cha-cha,"""Venus"" —Shocking Blue",,,,,,
14,Week 1,Naga & Pasha,"23 (5, 6, 6, 6)",Waltz,"""Run to You"" —Whitney Houston",,,,,,
14,Week 1,Judge Rinder & Oksana,"25 (6, 7, 6, 6)",Cha-cha-cha,"""Mercy"" —Duffy",,,,,,
14,Week 1,Lesley & Anton,"23 (5, 6, 6, 6)",Waltz,"""What'll I Do"" —Alison Krauss",,,,,,
14,Week 1,Ore & Joanne,"27 (7, 7, 6, 7)",Tango,"""Geronimo"" —Sheppard",,,,,,
14,Week 1,Greg & Natalie,"27 (6, 7, 7, 7)",Jive,"""Get Ready"" —The Temptations",,,,,,
14,Week 1,Couple,Scores,Dance[9],Music[9],,,,,,
14,Week 1,Louise & Kevin,"31 (8, 7, 8, 8)",Jive,"""Jump, Jive an' Wail"" —The Brian Setzer Orchestra",,,,,,
14,Week 1,Melvin & Janette,"22 (4, 6, 6, 6)",Cha-cha-cha,"""Loco in Acapulco"" —Four Tops",,,,,,
14,Week 1,Daisy & Aljaž,"32 (7, 8, 9, 8)",Waltz,"""Unforgettable"" —Nat King Cole",,,,,,
14,Week 1,Danny & Oti,"31 (8, 8, 7, 8)",Cha-cha-cha,"""Cake by the Ocean"" —DNCE",,,,,,
14,Week 1,Tameka & Gorka,"26 (6, 6, 7, 7)",Paso doble,"""Y Viva España"" —Sylvia",,,,,,
14,Week 1,Anastacia & Brendan,"28 (8, 7, 7, 6)",Cha-cha-cha,"""Lady Marmalade"" —fromMoulin Rouge!",,,,,,
14,Week 1,Ed & Katya,"21 (5, 5, 6, 5)",Waltz,"""Are You Lonesome Tonight?"" —Elvis Presley",,,,,,
14,Week 1,Claudia & AJ,"26 (6, 6, 7, 7)",Cha-cha-cha,"""What Makes You Beautiful"" —One Direction",,,,,,
14,Week 1,Will & Karen,"30 (8, 8, 7, 7)",Tango,"""Let's Dance"" —David Bowie",,,,,,
14,Week 2,Couple,Scores,Dance[10],Music[10],Result,,,,,
14,Week 2,Ore & Joanne,"27 (6, 7, 7, 7)",Cha-cha-cha,"""Hot Stuff"" —Donna Summer",Safe,,,,,
14,Week 2,Claudia & AJ,"30 (6, 8, 8, 8)",Waltz,"""You Light Up My Life"" —Whitney Houston",Safe,,,,,
14,Week 2,Will & Karen,"27 (5, 7, 8, 7)",Jive,"""Rock Around the Clock"" —Bill Haley & His Comets",Safe,,,,,
14,Week 2,Lesley & Anton,"26 (6, 7, 7, 6)",Cha-cha-cha,"""Perhaps, Perhaps, Perhaps"" —The Pussycat Dolls",Safe,,,,,
14,Week 2,Greg & Natalie,"26 (6, 7, 6, 7)",Tango,"""Jump"" —Van Halen",Safe,,,,,
14,Week 2,Tameka & Gorka,"29 (7, 7, 7, 8)",Charleston,"""Yes Sir, That's My Baby"" —Firehouse Five Plus Two",Safe,,,,,
14,Week 2,Laura & Giovanni,"32 (8, 8, 8, 8)",Waltz,"""If I Ain't Got You"" —Alicia Keys",Safe,,,,,
14,Week 2,Melvin & Janette,"23 (5, 6, 6, 6)",Tango,"""Moving on Up"" —M People",Eliminated,,,,,
14,Week 2,Louise & Kevin,"32 (8, 8, 8, 8)",Viennese waltz,"""Hallelujah"" —k.d. lang",Safe,,,,,
14,Week 2,Anastacia & Brendan,"22 (4, 6, 6, 6)",Salsa,"""Sax"" —Fleur East",Bottom two,,,,,
14,Week 2,Ed & Katya,"23 (3, 7, 6, 7)",Charleston,"""The Banjo's Back in Town"" —Alma Cogan",Safe,,,,,
14,Week 2,Naga & Pasha,"23 (4, 6, 6, 7)",Cha-cha-cha,"""A Fool in Love"" —Ike & Tina Turner",Safe,,,,,
14,Week 2,Judge Rinder & Oksana,"27 (6, 7, 7, 7)",American Smooth,"""Marvin Gaye"" —Charlie Puth, feat.Meghan Trainor",Safe,,,,,
14,Week 2,Daisy & Aljaž,"30 (7, 8, 7, 8)",Cha-cha-cha,"""Forget You"" —CeeLo Green",Safe,,,,,
14,Week 2,Danny & Oti,"32 (8, 8, 8, 8)",Viennese waltz,"""Never Tear Us Apart"" —INXS",Safe,,,,,
14,Week 3: Movie Week,Couple,Scores,Dance[11],Music[11],Result,Film,,,,
14,Week 3: Movie Week,Daisy & Aljaž,"31 (7, 8, 8, 8)",Quickstep,"""A Spoonful of Sugar""",Safe,Mary Poppins,,,,
14,Week 3: Movie Week,Anastacia & Brendan,"27 (6, 7, 7, 7)",Viennese waltz,"""A Thousand Years""",Safe,The Twilight Saga:Breaking Dawn – Part 1,,,,
14,Week 3: Movie Week,Danny & Oti,"36 (9, 9, 9, 9)",Paso doble,"""The Train/El Sombrero Blanco""",Safe,The Mask of Zorro,,,,
14,Week 3: Movie Week,Lesley & Anton,"27 (6, 7, 7, 7)",Quickstep,"""A Couple of Swells""",Safe,Easter Parade,,,,
14,Week 3: Movie Week,Will & Karen,"31 (8, 8, 7, 8)",Salsa,"""Jai Ho! (You Are My Destiny)""",Safe,Slumdog Millionaire,,,,
14,Week 3: Movie Week,Naga & Pasha,"25 (5, 6, 7, 7)",Tango,"""Theme from Mission: Impossible""",Safe,Mission: Impossible,,,,
14,Week 3: Movie Week,Judge Rinder & Oksana,"27 (7, 8, 6, 6)",Charleston,"""Meet the Flintstones""",Safe,The Flintstones,,,,
14,Week 3: Movie Week,Ore & Joanne,"35 (8, 9, 9, 9)",American Smooth,"""Singin' in the Rain""",Safe,Singin' in the Rain,,,,
14,Week 3: Movie Week,Laura & Giovanni,"30 (7, 7, 7, 9)",Salsa,"""Rhythm of the Night""",Bottom two,Moulin Rouge!,,,,
14,Week 3: Movie Week,Greg & Natalie,"32 (8, 8, 8, 8)",American Smooth,"""(Everything I Do) I Do It for You""",Safe,Robin Hood: Prince of Thieves,,,,
14,Week 3: Movie Week,Claudia & AJ,"36 (9, 9, 9, 9)",Charleston,"""You Give a Little Love""",Safe,Bugsy Malone,,,,
14,Week 3: Movie Week,Tameka & Gorka,"28 (6, 7, 7, 8)",Tango,"""The Heat Is On""",Eliminated,Beverly Hills Cop,,,,
14,Week 3: Movie Week,Ed & Katya,"24 (4, 6, 7, 7)",Samba,"""Cuban Pete""",Safe,The Mask,,,,
14,Week 3: Movie Week,Louise & Kevin,"31 (7, 8, 8, 8)",Cha-cha-cha,"""Flashdance... What a Feeling""",Safe,Flashdance,,,,
14,Week 4,Couple,Scores,Dance[13],Music[13],Result,,,,,
14,Week 4,Greg & Natalie,"28 (7, 7, 7, 7)",Salsa,"""Wrapped Up"" —Olly Murs",Safe,,,,,
14,Week 4,Laura & Giovanni,"33 (8, 8, 8, 9)",Quickstep,"""The Ballroom Blitz"" —Sweet",Safe,,,,,
14,Week 4,Anastacia & Brendan,"27 (6, 7, 7, 7)",Rumba,"""The Way We Were"" —Barbra Streisand",Bottom two,,,,,
14,Week 4,Claudia & AJ,"30 (6, 8, 8, 8)",Foxtrot,"""I Really Like You"" —Carly Rae Jepsen",Safe,,,,,
14,Week 4,Ed & Katya,"16 (2, 5, 5, 4)",Paso doble,"""Holding Out for a Hero"" —Bonnie Tyler",Safe,,,,,
14,Week 4,Naga & Pasha,"24 (5, 6, 7, 6)",Charleston,"""Minnie the Mermaid"" —Firehouse Five Plus Two",Eliminated,,,,,
14,Week 4,Louise & Kevin,"33 (8, 8, 8, 9)",Foxtrot,"""Tears Dry on Their Own"" —Amy Winehouse",Safe,,,,,
14,Week 4,Danny & Oti,"36 (9, 9, 9, 9)",Quickstep,"""I Won't Dance"" —Fred Astaire",Safe,,,,,
14,Week 4,Daisy & Aljaž,"31 (7, 8, 8, 8)",Rumba,"""Careless Whisper"" —George Michael",Safe,,,,,
14,Week 4,Judge Rinder & Oksana,"27 (6, 7, 7, 7)",Viennese waltz,"""Boom Bang-a-Bang"" —Lulu",Safe,,,,,
14,Week 4,Lesley & Anton,"31 (7, 8, 8, 8)",Charleston,"""Won't You Charleston with Me?"" —fromThe Boy Friend",Safe,,,,,
14,Week 4,Ore & Joanne,"39 (9, 10, 10, 10)",Jive,"""Runaway Baby"" —Bruno Mars",Safe,,,,,
14,Week 5,Couple,Scores,Dance[15],Music[15],Result,,,,,
14,Week 5,Judge Rinder & Oksana,"29 (6, 8, 8, 7)",Jive,"""Boogie Woogie Bugle Boy"" —The Andrews Sisters",Safe,,,,,
14,Week 5,Lesley & Anton,"24 (5, 6, 7, 6)",Tango,"""Whatever Lola Wants"" —Gotan Project",Eliminated,,,,,
14,Week 5,Greg & Natalie,"24 (4, 6, 7, 7)",Cha-cha-cha,"""We Found Love"" —Rihanna, feat.Calvin Harris",Safe,,,,,
14,Week 5,Anastacia & Gorka,"30 (7, 7, 8, 8)",Quickstep,"""My Kind of Town"" —Frank Sinatra",Safe,,,,,
14,Week 5,Louise & Kevin,"33 (8, 8, 8, 9)",Rumba,"""Always on My Mind"" —Michael Bublé",Safe,,,,,
14,Week 5,Ed & Katya,"18 (2, 6, 6, 4)",American Smooth,"""Is This the Way to Amarillo"" —Tony Christie",Safe,,,,,
14,Week 5,Ore & Joanne,"36 (9, 9, 9, 9)",Waltz,"""I Will Always Love You"" — Claudia Streza",Safe,,,,,
14,Week 5,Daisy & Aljaž,"32 (8, 8, 8, 8)",Charleston,"""Happy Feet"" — The Manhattan Rhythm Kings",Bottom two,,,,,
14,Week 5,Danny & Oti,"35 (8, 9, 9, 9)",Rumba,"""How Will I Know"" —Sam Smith",Safe,,,,,
14,Week 5,Claudia & AJ,"32 (8, 7, 8, 9)",Samba,"""Young Hearts Run Free"" —Candi Staton",Safe,,,,,
14,Week 6: Halloween Week,Couple,Scores,Dance[16],Music[16],Result,,,,,
14,Week 6: Halloween Week,Louise & Kevin,"35 (8, 9, 9, 9)",Charleston,"""Crazy in Love"" —Emeli Sandé",Safe,,,,,
14,Week 6: Halloween Week,Judge Rinder & Oksana,"32 (8, 8, 8, 8)",Paso doble,"""Born This Way"" —Lady Gaga",Safe,,,,,
14,Week 6: Halloween Week,Claudia & AJ,"36 (9, 9, 9, 9)",American Smooth,"""Black Magic"" —Little Mix",Safe,,,,,
14,Week 6: Halloween Week,Anastacia & Brendan,"25 (4, 7, 7, 7)",Jive,"""Bat Out of Hell"" —Meat Loaf",Eliminated,,,,,
14,Week 6: Halloween Week,Danny & Oti,"30 (7, 8, 7, 8)",Foxtrot,"""Take Me to Church"" —Hozier",Safe,,,,,
14,Week 6: Halloween Week,Laura & Giovanni,"36 (9, 9, 9, 9)",Tango,"""Paint It Black"" —The Rolling Stones",Safe,,,,,
14,Week 6: Halloween Week,Ore & Joanne,"32 (6, 8, 9, 9)",Charleston,"""I Want Candy"" —Bow Wow Wow",Safe,,,,,
14,Week 6: Halloween Week,Greg & Natalie,"26 (4, 7, 7, 8)",Rumba,"""Bring Me to Life"" —Evanescence",Safe,,,,,
14,Week 6: Halloween Week,Daisy & Aljaž,"33 (8, 8, 8, 9)",Paso doble,"""Don't Let Me Be Misunderstood"" —Santa Esmeralda",Bottom two,,,,,
14,Week 6: Halloween Week,Ed & Katya,"26 (4, 7, 7, 8)",Cha-cha-cha,"""Love Potion No. 9"" — Hansel Martinez",Safe,,,,,
14,Week 7,Couple,Scores,Dance[17],Music[17],Result,,,,,
14,Week 7,Danny & Oti,"38 (9, 10, 9, 10)",Jive,"""Long Tall Sally"" — Cagey Strings Band",Safe,,,,,
14,Week 7,Daisy & Aljaž,"34 (8, 8, 9, 9)",Viennese waltz,"""Daisy Bell"" —Harry Dacre",Safe,,,,,
14,Week 7,Ore & Joanne,"34 (8, 8, 9, 9)",Salsa,"""Turn the Beat Around"" —Vicki Sue Robinson",Bottom two,,,,,
14,Week 7,Ed & Katya,"27 (6, 7, 7, 7)",Quickstep,"""Help!"" —The Beatles",Safe,,,,,
14,Week 7,Laura & Giovanni,"32 (7, 8, 8, 9)",Samba,"""Bamboléo"" —Gipsy Kings",Eliminated,,,,,
14,Week 7,Judge Rinder & Oksana,"33 (8, 9, 8, 8)",Quickstep,"""It Don't Mean a Thing (If It Ain't Got That Swing)"" — Chantz Powell",Safe,,,,,
14,Week 7,Louise & Kevin,"39 (9, 10, 10, 10)",Argentine tango,"""Tanguera"" — Sexteto Mayor",Safe,,,,,
14,Week 7,Greg & Natalie,"32 (8, 8, 8, 8)",Viennese waltz,"""You Don't Own Me"" —Grace",Safe,,,,,
14,Week 7,Claudia & AJ,"33 (8, 8, 8, 9)",Paso doble,"""Shut Up and Dance"" —Walk the Moon",Safe,,,,,
14,Week 8,Couple,Scores,Dance[18],Music[18],Result,,,,,
14,Week 8,Daisy & Aljaž,"31 (7, 8, 8, 8)",Salsa,"""Groove Is in the Heart"" —Deee-Lite",Eliminated,,,,,
14,Week 8,Greg & Natalie,"31 (7, 8, 8, 8)",Paso doble,"""Tamacun"" —Rodrigo y Gabriela",Bottom two,,,,,
14,Week 8,Judge Rinder & Oksana,"33 (7, 9, 9, 8)",Foxtrot,"""You Make Me Feel So Young"" —Frank Sinatra",Safe,,,,,
14,Week 8,Ore & Joanne,"35 (8, 9, 9, 9)",Rumba,"""Ordinary People"" —John Legend",Safe,,,,,
14,Week 8,Ed & Katya,"25 (4, 7, 8, 6)",Salsa,"""Gangnam Style"" —Psy",Safe,,,,,
14,Week 8,Claudia & AJ,"36 (9, 9, 9, 9)",Viennese waltz,"""Breakaway"" —Kelly Clarkson",Safe,,,,,
14,Week 8,Danny & Oti,"38 (9, 9, 10, 10)",Argentine tango,"""I Heard It Through the Grapevine"" —Marvin Gaye",Safe,,,,,
14,Week 8,Louise & Kevin,"37 (9, 9, 9, 10)",American Smooth,"""Big Spender"" —Shirley Bassey",Safe,,,,,
14,Week 9: Blackpool Week,Couple,Scores,Dance[19],Music[19],Result,,,,,
14,Week 9: Blackpool Week,Claudia & AJ,"36 (9, 9, 9, 9)",Jive,"""Mickey"" —Toni Basil",Bottom two,,,,,
14,Week 9: Blackpool Week,Ore & Joanne,"38 (8, 10, 10, 10)",Viennese waltz,"""That's Life"" —Frank Sinatra",Safe,,,,,
14,Week 9: Blackpool Week,Louise & Kevin,"38 (9, 9, 10, 10)",Paso doble,"""Explosive"" —Bond",Safe,,,,,
14,Week 9: Blackpool Week,Danny & Oti,"40 (10, 10, 10, 10)",Charleston,"""Puttin' On the Ritz"" —Gregory Porter",Safe,,,,,
14,Week 9: Blackpool Week,Ed & Katya,"23 (4, 6, 7, 6)",Jive,"""Great Balls of Fire"" —Jerry Lee Lewis",Safe,,,,,
14,Week 9: Blackpool Week,Greg & Natalie,"32 (8, 8, 8, 8)",Quickstep,"""Born to Hand Jive"" —Sha Na Na",Eliminated,,,,,
14,Week 9: Blackpool Week,Judge Rinder & Oksana,"33 (8, 9, 8, 8)",Salsa,"""Spice Up Your Life"" —Spice Girls",Safe,,,,,
14,Week 10,Couple,Scores,Dance[20],Music[20],Result,,,,,
14,Week 10,Danny & Oti,"40 (10, 10, 10, 10)",Samba,"""Magalenha"" —Sérgio Mendes, feat.Carlinhos Brown",Safe,,,,,
14,Week 10,Ore & Joanne,"36 (8, 9, 9, 10)",Paso doble,"""Everybody Wants to Rule the World"" —Lorde",Safe,,,,,
14,Week 10,Louise & Kevin,"39 (9, 10, 10, 10)",Waltz,"""At This Moment"" —Michael Bublé",Safe,,,,,
14,Week 10,Judge Rinder & Oksana,"29 (6, 8, 8, 7)",Rumba,"""Lean on Me"" —Bill Withers",Bottom two,,,,,
14,Week 10,Ed & Katya,"23 (4, 6, 7, 6)",Tango,"""(I Can't Get No) Satisfaction"" —The Rolling Stones",Eliminated,,,,,
14,Week 10,Claudia & AJ,"36 (9, 9, 9, 9)",Argentine tango,"""Cry Me a River"" —Justin Timberlake",Safe,,,,,
14,Week 10,Ed & Katya,1,Cha-Cha-Challenge(Cha-cha-cha Marathon),"""I Like It Like That"" —Pete Rodriguez",,,,,,
14,Week 10,Judge Rinder & Oksana,2,Cha-Cha-Challenge(Cha-cha-cha Marathon),"""I Like It Like That"" —Pete Rodriguez",,,,,,
14,Week 10,Claudia & AJ,3,Cha-Cha-Challenge(Cha-cha-cha Marathon),"""I Like It Like That"" —Pete Rodriguez",,,,,,
14,Week 10,Ore & Joanne,4,Cha-Cha-Challenge(Cha-cha-cha Marathon),"""I Like It Like That"" —Pete Rodriguez",,,,,,
14,Week 10,Danny & Oti,5,Cha-Cha-Challenge(Cha-cha-cha Marathon),"""I Like It Like That"" —Pete Rodriguez",,,,,,
14,Week 10,Louise & Kevin,6,Cha-Cha-Challenge(Cha-cha-cha Marathon),"""I Like It Like That"" —Pete Rodriguez",,,,,,
14,Week 11: Musicals Week (Quarter-final),Couple,Scores,Dance,Music,Result,,,Musical,,
14,Week 11: Musicals Week (Quarter-final),Ore & Joanne,"36 (9, 9, 9, 9)",Foxtrot,"""Pure Imagination""",Bottom two,,,Charlie and the Chocolate Factory,,
14,Week 11: Musicals Week (Quarter-final),Judge Rinder & Oksana,"31 (7, 8, 8, 8)",Samba,"""December, 1963 (Oh, What a Night)""",Eliminated,,,Jersey Boys,,
14,Week 11: Musicals Week (Quarter-final),Louise & Kevin,"37 (9, 9, 9, 10)",Quickstep,"""The Deadwood Stage (Whip-Crack-Away!)""",Safe,,,Calamity Jane,,
14,Week 11: Musicals Week (Quarter-final),Claudia & AJ,"37 (9, 9, 9, 10)",Salsa,"""I Just Can't Wait to Be King""",Safe,,,The Lion King,,
14,Week 11: Musicals Week (Quarter-final),Danny & Oti,"38 (9, 10, 9, 10)",Tango,"""One Night Only""",Safe,,,Dreamgirls,,
14,Week 12: Semi-final,Couple,Scores,Dance[21],Music[21],Result,,,,,
14,Week 12: Semi-final,Louise & Kevin,"37 (9, 9, 9, 10)",Tango,"""Glad All Over"" —The Dave Clark Five",Safe,,,,,
14,Week 12: Semi-final,Louise & Kevin,"36 (9, 9, 9, 9)",Samba,"""Aquarela do Brasil"" — Thiago Thomé",Safe,,,,,
14,Week 12: Semi-final,Danny & Oti,"37 (9, 9, 9, 10)",Salsa,"""Vivir Mi Vida"" —Marc Anthony",Bottom two,,,,,
14,Week 12: Semi-final,Danny & Oti,"39 (10, 9, 10, 10)",American Smooth,"""Misty Blue"" —Dorothy Moore",Bottom two,,,,,
14,Week 12: Semi-final,Claudia & AJ,"35 (8, 9, 9, 9)",Rumba,"""Bleeding Love"" —Leona Lewis",Eliminated,,,,,
14,Week 12: Semi-final,Claudia & AJ,"38 (9, 9, 10, 10)",Quickstep,"""When You're Smiling"" —Andy Williams",Eliminated,,,,,
14,Week 12: Semi-final,Ore & Joanne,"38 (8, 10, 10, 10)",Quickstep,"""Are You Gonna Be My Girl"" —Jet",Safe,,,,,
14,Week 12: Semi-final,Ore & Joanne,"39 (9, 10, 10, 10)",Argentine tango,"""Can't Get You Out of My Head"" —Kylie Minogue",Safe,,,,,
14,Week 13: Final,Couple,Scores,Dance[22],Music[22],Result,,,,,
14,Week 13: Final,Ore & Joanne,"39 (9, 10, 10, 10)",American Smooth,"""Singin' in the Rain"" —fromSingin' in the Rain",Winners,,,,,
14,Week 13: Final,Ore & Joanne,"40 (10, 10, 10, 10)",Showdance,"""I Got Rhythm"" —George Gershwin&Ira Gershwin",Winners,,,,,
14,Week 13: Final,Ore & Joanne,"40 (10, 10, 10, 10)",Jive,"""Runaway Baby"" —Bruno Mars",Winners,,,,,
14,Week 13: Final,Louise & Kevin,"38 (9, 9, 10, 10)",Cha-cha-cha,"""Flashdance... What a Feeling"" —fromFlashdance",Runners-up,,,,,
14,Week 13: Final,Louise & Kevin,"38 (9, 9, 10, 10)",Showdance,"""One Moment in Time"" —Whitney Houston",Runners-up,,,,,
14,Week 13: Final,Louise & Kevin,"40 (10, 10, 10, 10)",Argentine tango,"""Tanguera"" — Sexteto Mayor",Runners-up,,,,,
14,Week 13: Final,Danny & Oti,"36 (9, 9, 9, 9)",Quickstep,"""I Won't Dance"" —Fred Astaire",Runners-up,,,,,
14,Week 13: Final,Danny & Oti,"40 (10, 10, 10, 10)",Showdance,"""Set Fire to the Rain"" —Adele",Runners-up,,,,,
14,Week 13: Final,Danny & Oti,"40 (10, 10, 10, 10)",Samba,"""Magalenha"" —Sérgio Mendes, feat.Carlinhos Brown",Runners-up,,,,,
15,Week 1,Couple,Scores,Dance,Music,,,,,,
15,Week 1,Gemma & Aljaž,"20 (4, 5, 5, 6)",Cha-cha-cha,"""There's Nothing Holdin' Me Back"" —Shawn Mendes",,,,,,
15,Week 1,Brian & Amy,"16 (3, 4, 4, 5)",Tango,"""Temptation"" —Heaven 17",,,,,,
15,Week 1,Alexandra & Gorka,"24 (5, 6, 6, 7)",Waltz,"""(You Make Me Feel Like) A Natural Woman"" —Aretha Franklin",,,,,,
15,Week 1,Simon & Karen,"17 (3, 5, 5, 4)",Paso doble,"""Song 2"" —Blur",,,,,,
15,Week 1,Charlotte & Brendan,"22 (5, 5, 6, 6)",Foxtrot,"""The Best Is Yet to Come"" —Michael Bublé",,,,,,
15,Week 1,Chizzy & Pasha,"21 (4, 5, 6, 6)",Cha-cha-cha,"""Boogie Fever"" —The Sylvers",,,,,,
15,Week 1,Jonnie & Oti,"20 (4, 5, 5, 6)",Waltz,"""When I Need You"" —Luther Vandross",,,,,,
15,Week 1,Joe & Katya,"29 (7, 7, 8, 7)",Jive,"""Rockin' Robin"" —Michael Jackson",,,,,,
15,Week 1,Susan & Kevin,"20 (5, 5, 5, 5)",Viennese waltz,"""Mad About the Boy"" —Dinah Washington",,,,,,
15,Week 1,Debbie & Giovanni,"30 (8, 8, 7, 7)",Paso doble,"""Be Italian"" —Fergie",,,,,,
15,Week 1,Davood & Nadiya,"27 (6, 7, 7, 7)",Cha-cha-cha,"""Dedication to My Ex (Miss That)"" —Lloyd, feat.André 3000",,,,,,
15,Week 1,Ruth & Anton,"16 (3, 4, 4, 5)",Waltz,"""This Nearly Was Mine"" —Seth MacFarlane",,,,,,
15,Week 1,Rev. Richard & Dianne,"17 (2, 4, 6, 5)",Cha-cha-cha,"""There Must Be an Angel (Playing with My Heart)"" —Eurythmics",,,,,,
15,Week 1,Mollie & AJ,"23 (4, 6, 7, 6)",Jive,"""Good Golly, Miss Molly"" —Little Richard",,,,,,
15,Week 1,Aston & Janette,"31 (7, 8, 8, 8)",Foxtrot,"""It Had to Be You"" —Harry Connick Jr.",,,,,,
15,Week 2,Couple,Scores,Dance,Music,Result,,,,,
15,Week 2,Chizzy & Pasha,"16 (3, 5, 4, 4)",Foxtrot,"""I'm a Woman"" —fromSmokey Joe's Cafe",Eliminated,,,,,
15,Week 2,Aston & Janette,"32 (7, 8, 8, 9)",Salsa,"""Despacito"" —Luis Fonsi&Daddy Yankee, feat.Justin Bieber",Safe,,,,,
15,Week 2,Susan & Kevin,"22 (3, 6, 7, 6)",Charleston,"""If You Knew Susie"" —Enoch Light& The Charleston City All-Stars",Safe,,,,,
15,Week 2,Charlotte & Brendan,"12 (2, 4, 3, 3)",Cha-cha-cha,"""Sugar"" —Maroon 5",Safe,,,,,
15,Week 2,Joe & Katya,"22 (5, 6, 5, 6)",Tango,"""Castle on the Hill"" —Ed Sheeran",Safe,,,,,
15,Week 2,Brian & Amy,"19 (3, 5, 5, 6)",Cha-cha-cha,"""Shake Your Groove Thing"" —Peaches & Herb",Bottom two,,,,,
